No.     Time        Source                Destination           Protocol Info
     99 0.002276    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=55399 Len=0 TSV=2263931940 TSER=2263931513
    100 0.002282    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=53951 Len=0 TSV=2263931945 TSER=2263931517
    101 0.002283    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=58295 Len=0 TSV=2263931926 TSER=2263931415
    102 0.002287    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=52503 Len=0 TSV=2263931953 TSER=2263931548
    103 0.002292    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=51055 Len=0 TSV=2263931958 TSER=2263931584
    104 0.002296    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=49607 Len=0 TSV=2263931966 TSER=2263931620
    105 0.002301    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=20274 Ack=2 Win=65535 Len=1448 TSV=2263932009 TSER=2263931804
    106 0.002305    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=56847 Len=0 TSV=2263931932 TSER=2263931417
    107 0.002331    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=55399 Len=0 TSV=2263931940 TSER=2263931513
    108 0.002339    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=53951 Len=0 TSV=2263931945 TSER=2263931517
    109 0.002349    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=52503 Len=0 TSV=2263931953 TSER=2263931548
    110 0.002355    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=51055 Len=0 TSV=2263931958 TSER=2263931584
    111 0.002364    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=20274 Win=49607 Len=0 TSV=2263931966 TSER=2263931620
    112 0.002370    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=20274 Ack=2 Win=65535 Len=1448 TSV=2263932009 TSER=2263931804
    113 0.002421    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=34754 Win=62639 Len=0 TSV=2263932164 TSER=2263932009
    114 0.002435    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=34754 Win=62639 Len=0 TSV=2263932164 TSER=2263932009
    115 0.002505    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=2263932245 TSER=2263932164
    116 0.002511    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=2263932248 TSER=2263932164
    117 0.002529    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=34754 Ack=2 Win=65535 Len=1448 TSV=2263932245 TSER=2263932164
    118 0.002562    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=37650 Win=64087 Len=0 TSV=2263932311 TSER=2263932245
    119 0.002581    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=36202 Ack=2 Win=65535 Len=1448 TSV=2263932248 TSER=2263932164
    120 0.002607    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=37650 Win=64087 Len=0 TSV=2263932354 TSER=2263932245
    121 0.002623    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=37650 Win=64087 Len=0 TSV=2263932311 TSER=2263932245
    122 0.002690    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=2263932430 TSER=2263932311
    123 0.002695    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=39098 Ack=2 Win=65535 Len=1448 TSV=2263932432 TSER=2263932311
    124 0.002700    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=40546 Ack=2 Win=65535 Len=1448 TSV=2263932435 TSER=2263932311
    125 0.002715    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=37650 Win=64087 Len=0 TSV=2263932354 TSER=2263932245
    126 0.002747    127.0.0.1             127.0.0.1             TCP      18901 > commplex-main [ACK] Seq=37650 Ack=2 Win=65535 Len=1448 TSV=2263932430 TSER=2263932311
    127 0.002786    127.0.0.1             127.0.0.1             TCP      commplex-main > 18901 [ACK] Seq=2 Ack=40546 Win=65535 Len=0 TSV=2263932534 TSER=2263932430
